filename,sequence_id,sequence_length,background,cluster
All_Toxins_complete_v4,Tsu52_8,105,False,0
All_Toxins_complete_v4,Tsu53_8,125,False,1
All_Toxins_complete_v4,Tsu40_8,112,False,1
All_Toxins_complete_v4,Tsu41_8,88,False,4
All_Toxins_complete_v4,Tsu42_8,128,False,1
All_Toxins_complete_v4,Tsu43_8,120,False,1
All_Toxins_complete_v4,Tsu44_8,96,False,0
All_Toxins_complete_v4,Tsu45_8,105,False,0
All_Toxins_complete_v4,Tsu46_8,137,False,1
All_Toxins_complete_v4,Tsu47_8,136,False,1
All_Toxins_complete_v4,Tsu39_9,88,False,8
All_Toxins_complete_v4,Tsu40_9,104,False,1
All_Toxins_complete_v4,Tsu41_9,102,False,4
All_Toxins_complete_v4,Tsu42_9,98,False,3
All_Toxins_complete_v4,Tsu43_9,99,False,4
All_Toxins_complete_v4,Tsu44_9,102,False,4
All_Toxins_complete_v4,Tsu45_9,89,False,2
All_Toxins_complete_v4,Tsu46_9,90,False,2
All_Toxins_complete_v4,Tsu47_9,77,False,13
All_Toxins_complete_v4,Tsu114_33,132,False,3
All_Toxins_complete_v4,Tsu116_Novel,132,False,1
All_Toxins_complete_v4,Tsu113_Novel,107,False,10
All_Toxins_complete_v4,Tsu115_Novel,162,False,1
All_Toxins_complete_v4,Tsu117_Novel,54,False,3
All_Toxins_complete_v4,Tsu109_Novel,80,False,4
All_Toxins_complete_v4,Tsu110_Novel,90,False,1
All_Toxins_complete_v4,Tsu108_Novel,90,False,15
All_Toxins_complete_v4,Tsu111_Novel,127,False,1
All_Toxins_complete_v4,Tsu112_Novel,141,False,1
All_Toxins_complete_v4,Tsu4_1,62,False,16
All_Toxins_complete_v4,Tsu7_11,72,False,4
All_Toxins_complete_v4,Tsu8_11,73,False,4
All_Toxins_complete_v4,Tsu1_13,86,False,4
All_Toxins_complete_v4,Tsu9_15,77,False,1
All_Toxins_complete_v4,Tsu10_15,90,False,1
All_Toxins_complete_v4,Tsu11_15,88,False,9
All_Toxins_complete_v4,Tsu12_15,90,False,9
All_Toxins_complete_v4,Tsu13_15,90,False,9
All_Toxins_complete_v4,Tsu32_22,102,False,1
All_Toxins_complete_v4,Tsu33_22,97,False,1
All_Toxins_complete_v4,Ts34_22,95,False,1
All_Toxins_complete_v4,Tsu54_6,96,False,1
All_Toxins_complete_v4,Tsu63_6,90,False,2
All_Toxins_complete_v4,Tsu64_6,78,False,2
All_Toxins_complete_v4,Tsu55_6,79,False,4
All_Toxins_complete_v4,Tsu56_6,71,False,19
All_Toxins_complete_v4,Tsu57_6,83,False,4
All_Toxins_complete_v4,Tsu58_6,81,False,4
All_Toxins_complete_v4,Tsu59_6,74,False,2
All_Toxins_complete_v4,Tsu60_6,78,False,15
All_Toxins_complete_v4,Tsu61_6,71,False,15
All_Toxins_complete_v4,Tsu62_6,81,False,15
All_Toxins_complete_v4,Tsu54_8,139,False,1
All_Toxins_complete_v4,Tsu63_8,136,False,1
All_Toxins_complete_v4,Tsu64_8,138,False,1
All_Toxins_complete_v4,Tsu65_8,152,False,22
All_Toxins_complete_v4,Tsu66_8,120,False,1
All_Toxins_complete_v4,Tsu67_8,88,False,4
All_Toxins_complete_v4,Tsu55_8,101,False,0
All_Toxins_complete_v4,Tsu56_8,124,False,1
All_Toxins_complete_v4,Tsu57_8,112,False,7
All_Toxins_complete_v4,Tsu58_8,111,False,6
All_Toxins_complete_v4,Tsu59_8,105,False,0
All_Toxins_complete_v4,Tsu60_8,139,False,1
All_Toxins_complete_v4,Tsu61_8,137,False,1
All_Toxins_complete_v4,Tsu62_8,137,False,1
All_Toxins_complete_v4,Tsu48_9,78,False,3
All_Toxins_complete_v4,Tsu57_9,77,False,1
All_Toxins_complete_v4,Tsu58_9,102,False,4
All_Toxins_complete_v4,Tsu59_9,98,False,3
All_Toxins_complete_v4,Tsu60_9,104,False,1
All_Toxins_complete_v4,Tsu49_9,89,False,14
All_Toxins_complete_v4,Tsu50_9,80,False,4
All_Toxins_complete_v4,Tsu51_9,77,False,4
All_Toxins_complete_v4,Tsu52_9,80,False,4
All_Toxins_complete_v4,Tsu53_9,77,False,4
All_Toxins_complete_v4,Tsu54_9,125,False,3
All_Toxins_complete_v4,Tsu55_9,73,False,2
All_Toxins_complete_v4,Tsu56_9,92,False,2
All_Toxins_complete_v4,Ttr239_Novel,88,False,3
All_Toxins_complete_v4,Ttr240_Novel,133,False,21
All_Toxins_complete_v4,Ttr241_Novel,126,False,21
All_Toxins_complete_v4,Ttr1_11,74,False,4
All_Toxins_complete_v4,Ttr1_12,85,False,15
All_Toxins_complete_v4,Ttr1_15,82,False,5
All_Toxins_complete_v4,Ttr1_22,111,False,1
All_Toxins_complete_v4,Ttr2_22,91,False,1
All_Toxins_complete_v4,Ttr3_22,102,False,1
All_Toxins_complete_v4,Ttr4_22,97,False,1
All_Toxins_complete_v4,Ttr5_22,97,False,1
All_Toxins_complete_v4,Ttr6_22,101,False,1
All_Toxins_complete_v4,Ttr1_6,90,False,1
All_Toxins_complete_v4,Ttr2_6,96,False,1
All_Toxins_complete_v4,Ttr3_6,94,False,15
All_Toxins_complete_v4,Ttr4_6,97,False,1
All_Toxins_complete_v4,Ttr5_6,101,False,1
All_Toxins_complete_v4,Ttr6_6,81,False,15
All_Toxins_complete_v4,Ttr7_6,80,False,15
All_Toxins_complete_v4,Ttr1_8,114,False,6
All_Toxins_complete_v4,Ttr2_8,113,False,1
All_Toxins_complete_v4,Ttr3_8,132,False,1
All_Toxins_complete_v4,Ttr4_8,129,False,1
All_Toxins_complete_v4,Ttr5_8,109,False,0
All_Toxins_complete_v4,Ttr6_8,143,False,22
All_Toxins_complete_v4,Ttr7_8,124,False,1
All_Toxins_complete_v4,Ttr8_8,101,False,0
All_Toxins_complete_v4,Ttr9_8,126,False,1
All_Toxins_complete_v4,Ttr1_9,95,False,4
All_Toxins_complete_v4,Ttr2_9,87,False,3
All_Toxins_complete_v4,Ttr3_9,86,False,4
All_Toxins_complete_v4,Ttr4_9,91,False,4
All_Toxins_complete_v4,Ttr5_9,83,False,3
All_Toxins_complete_v4,Ttr6_9,119,False,4
All_Toxins_complete_v4,Ttr7_9,85,False,8
All_Toxins_complete_v4,Ttr8_9,88,False,3
